累计确诊,累计治愈,累计死亡,疑似,时间,地点
146,144,2,0,2020/03/24,贵州
176,172,2,0,2020/03/24,云南
1,1,0,0,2020/03/24,西藏
250,240,3,0,2020/03/24,陕西
136,119,2,0,2020/03/24,甘肃
18,18,0,0,2020/03/24,青海
75,75,0,0,2020/03/24,宁夏
76,73,3,0,2020/03/24,新疆
216,29,2,0,2020/03/24,台湾
386,102,4,0,2020/03/24,香港
26,10,0,0,2020/03/24,澳门
565,403,8,0,2020/03/25,北京
147,133,3,0,2020/03/25,天津
319,310,6,0,2020/03/25,河北
135,133,0,0,2020/03/25,山西
89,74,1,0,2020/03/25,内蒙古
127,124,2,0,2020/03/25,辽宁
95,92,1,0,2020/03/25,吉林
484,469,13,0,2020/03/25,黑龙江
451,330,5,0,2020/03/25,上海
640,631,0,0,2020/03/25,江苏
1243,1222,1,0,2020/03/25,浙江
990,984,6,0,2020/03/25,安徽
328,295,1,0,2020/03/25,福建
936,934,1,0,2020/03/25,江西
769,752,7,0,2020/03/25,山东
1275,1250,22,0,2020/03/25,河南
67801,61201,3169,0,2020/03/25,湖北
1018,1014,4,0,2020/03/25,湖南
1444,1336,8,0,2020/03/25,广东
254,250,2,0,2020/03/25,广西
168,162,6,0,2020/03/25,海南
578,570,6,0,2020/03/25,重庆
547,536,3,0,2020/03/25,四川
146,144,2,0,2020/03/25,贵州
178,172,2,0,2020/03/25,云南
1,1,0,0,2020/03/25,西藏
253,242,3,0,2020/03/25,陕西
136,121,2,0,2020/03/25,甘肃
18,18,0,0,2020/03/25,青海
75,75,0,0,2020/03/25,宁夏
76,73,3,0,2020/03/25,新疆
235,29,2,0,2020/03/25,台湾
410,106,4,0,2020/03/25,香港
30,10,0,0,2020/03/25,澳门
569,406,8,0,2020/03/26,北京
152,133,3,0,2020/03/26,天津
319,310,6,0,2020/03/26,河北
135,133,0,0,2020/03/26,山西
92,74,1,0,2020/03/26,内蒙古
128,124,2,0,2020/03/26,辽宁
95,92,1,0,2020/03/26,吉林
484,469,13,0,2020/03/26,黑龙江
468,331,5,0,2020/03/26,上海
641,631,0,0,2020/03/26,江苏
1247,1222,1,0,2020/03/26,浙江
990,984,6,0,2020/03/26,安徽
331,295,1,0,2020/03/26,福建
936,934,1,0,2020/03/26,江西
771,752,7,0,2020/03/26,山东
1275,1250,22,0,2020/03/26,河南
67801,61731,3174,0,2020/03/26,湖北
1018,1014,4,0,2020/03/26,湖南
1456,1337,8,0,2020/03/26,广东
254,250,2,0,2020/03/26,广西
168,162,6,0,2020/03/26,海南
578,570,6,0,2020/03/26,重庆
548,536,3,0,2020/03/26,四川
146,144,2,0,2020/03/26,贵州
180,172,2,0,2020/03/26,云南
1,1,0,0,2020/03/26,西藏
253,242,3,0,2020/03/26,陕西
136,123,2,0,2020/03/26,甘肃
18,18,0,0,2020/03/26,青海
75,75,0,0,2020/03/26,宁夏
76,73,3,0,2020/03/26,新疆
252,29,2,0,2020/03/26,台湾
453,110,4,0,2020/03/26,香港
33,10,0,0,2020/03/26,澳门
572,409,8,0,2020/03/27,北京
156,133,3,0,2020/03/27,天津
319,310,6,0,2020/03/27,河北
135,133,0,0,2020/03/27,山西
94,74,1,0,2020/03/27,内蒙古
131,124,2,0,2020/03/27,辽宁
97,92,1,0,2020/03/27,吉林
484,469,13,0,2020/03/27,黑龙江
485,334,5,0,2020/03/27,上海
641,631,0,0,2020/03/27,江苏
1251,1225,1,0,2020/03/27,浙江
990,984,6,0,2020/03/27,安徽
337,295,1,0,2020/03/27,福建
936,934,1,0,2020/03/27,江西
772,752,7,0,2020/03/27,山东
1275,1251,22,0,2020/03/27,河南
67801,62098,3177,0,2020/03/27,湖北
1018,1014,4,0,2020/03/27,湖南
1467,1341,8,0,2020/03/27,广东
254,250,2,0,2020/03/27,广西
168,162,6,0,2020/03/27,海南
578,570,6,0,2020/03/27,重庆
548,536,3,0,2020/03/27,四川
146,144,2,0,2020/03/27,贵州
180,172,2,0,2020/03/27,云南
1,1,0,0,2020/03/27,西藏
253,242,3,0,2020/03/27,陕西
136,125,2,0,2020/03/27,甘肃
18,18,0,0,2020/03/27,青海
75,75,0,0,2020/03/27,宁夏
76,73,3,0,2020/03/27,新疆
267,30,2,0,2020/03/27,台湾
518,111,4,0,2020/03/27,香港
34,10,0,0,2020/03/27,澳门
576,411,8,0,2020/03/28,北京
163,133,3,0,2020/03/28,天津
319,310,6,0,2020/03/28,河北
136,133,0,0,2020/03/28,山西
95,74,1,0,2020/03/28,内蒙古
134,124,2,0,2020/03/28,辽宁
98,92,1,0,2020/03/28,吉林
484,469,13,0,2020/03/28,黑龙江
492,334,5,0,2020/03/28,上海
644,631,0,0,2020/03/28,江苏
1254,1225,1,0,2020/03/28,浙江
990,984,6,0,2020/03/28,安徽
338,295,1,0,2020/03/28,福建
937,934,1,0,2020/03/28,江西
772,752,7,0,2020/03/28,山东
1276,1251,22,0,2020/03/28,河南
67801,62565,3182,0,2020/03/28,湖北
1018,1014,4,0,2020/03/28,湖南
1475,1349,8,0,2020/03/28,广东
254,250,2,0,2020/03/28,广西
168,162,6,0,2020/03/28,海南
579,570,6,0,2020/03/28,重庆
550,536,3,0,2020/03/28,四川
147,144,2,0,2020/03/28,贵州
180,172,2,0,2020/03/28,云南
1,1,0,0,2020/03/28,西藏
253,242,3,0,2020/03/28,陕西
136,125,2,0,2020/03/28,甘肃
18,18,0,0,2020/03/28,青海
75,75,0,0,2020/03/28,宁夏
76,73,3,0,2020/03/28,新疆
283,30,2,0,2020/03/28,台湾
582,112,4,0,2020/03/28,香港
37,10,0,0,2020/03/28,澳门
577,412,8,0,2020/03/29,北京
166,133,3,0,2020/03/29,天津
321,310,6,0,2020/03/29,河北
136,133,0,0,2020/03/29,山西
97,74,1,0,2020/03/29,内蒙古
136,124,2,0,2020/03/29,辽宁
98,92,1,0,2020/03/29,吉林
484,469,13,0,2020/03/29,黑龙江
498,334,5,0,2020/03/29,上海
645,631,0,0,2020/03/29,江苏
1255,1225,1,0,2020/03/29,浙江
990,984,6,0,2020/03/29,安徽
340,295,1,0,2020/03/29,福建
937,935,1,0,2020/03/29,江西
773,753,7,0,2020/03/29,山东
1276,1251,22,0,2020/03/29,河南
67801,62882,3186,0,2020/03/29,湖北
1018,1014,4,0,2020/03/29,湖南
1484,1351,8,0,2020/03/29,广东
254,250,2,0,2020/03/29,广西
168,162,6,0,2020/03/29,海南
579,570,6,0,2020/03/29,重庆
550,536,3,0,2020/03/29,四川
147,144,2,0,2020/03/29,贵州
180,172,2,0,2020/03/29,云南
1,1,0,0,2020/03/29,西藏
253,242,3,0,2020/03/29,陕西
138,125,2,0,2020/03/29,甘肃
18,18,0,0,2020/03/29,青海
75,75,0,0,2020/03/29,宁夏
76,73,3,0,2020/03/29,新疆
298,39,3,0,2020/03/29,台湾
641,118,4,0,2020/03/29,香港
38,10,0,0,2020/03/29,澳门
580,416,8,0,2020/03/30,北京
174,133,3,0,2020/03/30,天津
321,310,6,0,2020/03/30,河北
136,133,0,0,2020/03/30,山西
107,74,1,0,2020/03/30,内蒙古
139,124,2,0,2020/03/30,辽宁
98,92,1,0,2020/03/30,吉林
484,469,13,0,2020/03/30,黑龙江
509,338,5,0,2020/03/30,上海
646,631,0,0,2020/03/30,江苏
1257,1226,1,0,2020/03/30,浙江
990,984,6,0,2020/03/30,安徽
343,295,1,0,2020/03/30,福建
937,935,1,0,2020/03/30,江西
774,753,7,0,2020/03/30,山东
1276,1251,22,0,2020/03/30,河南
67801,63153,3187,0,2020/03/30,湖北
1018,1014,4,0,2020/03/30,湖南
1490,1353,8,0,2020/03/30,广东
254,250,2,0,2020/03/30,广西
168,162,6,0,2020/03/30,海南
579,570,6,0,2020/03/30,重庆
550,536,3,0,2020/03/30,四川
147,144,2,0,2020/03/30,贵州
181,172,2,0,2020/03/30,云南
1,1,0,0,2020/03/30,西藏
253,242,3,0,2020/03/30,陕西
138,125,2,0,2020/03/30,甘肃
18,18,0,0,2020/03/30,青海
75,75,0,0,2020/03/30,宁夏
76,73,3,0,2020/03/30,新疆
306,39,5,0,2020/03/30,台湾
682,124,4,0,2020/03/30,香港
39,10,0,0,2020/03/30,澳门
580,418,8,0,2020/03/31,北京
174,135,3,0,2020/03/31,天津
323,310,6,0,2020/03/31,河北
137,133,0,0,2020/03/31,山西
111,74,1,0,2020/03/31,内蒙古
140,124,2,0,2020/03/31,辽宁
98,92,1,0,2020/03/31,吉林
484,469,13,0,2020/03/31,黑龙江
516,341,6,0,2020/03/31,上海
646,631,0,0,2020/03/31,江苏
1257,1226,1,0,2020/03/31,浙江
990,984,6,0,2020/03/31,安徽
345,297,1,0,2020/03/31,福建
937,935,1,0,2020/03/31,江西
774,753,7,0,2020/03/31,山东
1276,1251,22,0,2020/03/31,河南
67802,63326,3193,0,2020/03/31,湖北
1018,1014,4,0,2020/03/31,湖南
1501,1357,8,0,2020/03/31,广东
254,250,2,0,2020/03/31,广西
168,162,6,0,2020/03/31,海南
579,570,6,0,2020/03/31,重庆
552,536,3,0,2020/03/31,四川
147,144,2,0,2020/03/31,贵州
182,172,2,0,2020/03/31,云南
1,1,0,0,2020/03/31,西藏
255,242,3,0,2020/03/31,陕西
138,125,2,0,2020/03/31,甘肃
18,18,0,0,2020/03/31,青海
75,75,0,0,2020/03/31,宁夏
76,73,3,0,2020/03/31,新疆
322,39,5,0,2020/03/31,台湾
714,128,4,0,2020/03/31,香港
41,10,0,0,2020/03/31,澳门
582,424,8,0,2020/04/01,北京
176,135,3,0,2020/04/01,天津
325,310,6,0,2020/04/01,河北
137,133,0,0,2020/04/01,山西
117,74,1,0,2020/04/01,内蒙古
140,124,2,0,2020/04/01,辽宁
98,92,1,0,2020/04/01,吉林
488,469,13,0,2020/04/01,黑龙江
522,343,6,0,2020/04/01,上海
647,631,0,0,2020/04/01,江苏
1258,1228,1,0,2020/04/01,浙江
990,984,6,0,2020/04/01,安徽
345,299,1,0,2020/04/01,福建
937,935,1,0,2020/04/01,江西
775,753,7,0,2020/04/01,山东
1276,1251,22,0,2020/04/01,河南
67802,63471,3199,0,2020/04/01,湖北
1019,1014,4,0,2020/04/01,湖南
1507,1365,8,0,2020/04/01,广东
254,252,2,0,2020/04/01,广西
168,162,6,0,2020/04/01,海南
579,570,6,0,2020/04/01,重庆
554,537,3,0,2020/04/01,四川
147,144,2,0,2020/04/01,贵州
183,172,2,0,2020/04/01,云南
1,1,0,0,2020/04/01,西藏
255,242,3,0,2020/04/01,陕西
138,127,2,0,2020/04/01,甘肃
18,18,0,0,2020/04/01,青海
75,75,0,0,2020/04/01,宁夏
76,73,3,0,2020/04/01,新疆
329,45,5,0,2020/04/01,台湾
765,147,4,0,2020/04/01,香港
41,10,0,0,2020/04/01,澳门
583,434,8,0,2020/04/02,北京
177,140,3,0,2020/04/02,天津
326,310,6,0,2020/04/02,河北
137,133,0,0,2020/04/02,山西
117,74,1,0,2020/04/02,内蒙古
141,124,2,0,2020/04/02,辽宁
98,92,1,0,2020/04/02,吉林
489,469,13,0,2020/04/02,黑龙江
526,343,6,0,2020/04/02,上海
651,632,0,0,2020/04/02,江苏
1260,1228,1,0,2020/04/02,浙江
990,984,6,0,2020/04/02,安徽
349,300,1,0,2020/04/02,福建
937,935,1,0,2020/04/02,江西
778,754,7,0,2020/04/02,山东
1276,1251,22,0,2020/04/02,河南
67802,63612,3203,0,2020/04/02,湖北
1019,1014,4,0,2020/04/02,湖南
1514,1368,8,0,2020/04/02,广东
254,252,2,0,2020/04/02,广西
168,162,6,0,2020/04/02,海南
579,570,6,0,2020/04/02,重庆
555,537,3,0,2020/04/02,四川
147,144,2,0,2020/04/02,贵州
184,172,2,0,2020/04/02,云南
1,1,0,0,2020/04/02,西藏
255,244,3,0,2020/04/02,陕西
138,127,2,0,2020/04/02,甘肃
18,18,0,0,2020/04/02,青海
75,75,0,0,2020/04/02,宁夏
76,73,3,0,2020/04/02,新疆
339,50,5,0,2020/04/02,台湾
802,154,4,0,2020/04/02,香港
41,10,0,0,2020/04/02,澳门
585,438,8,0,2020/04/03,北京
180,140,3,0,2020/04/03,天津
326,310,6,0,2020/04/03,河北
137,133,0,0,2020/04/03,山西
117,74,1,0,2020/04/03,内蒙古
141,125,2,0,2020/04/03,辽宁
98,92,1,0,2020/04/03,吉林
491,469,13,0,2020/04/03,黑龙江
529,348,6,0,2020/04/03,上海
651,632,0,0,2020/04/03,江苏
1262,1229,1,0,2020/04/03,浙江
990,984,6,0,2020/04/03,安徽
350,301,1,0,2020/04/03,福建
937,935,1,0,2020/04/03,江西
778,755,7,0,2020/04/03,山东
1276,1251,22,0,2020/04/03,河南
67803,63762,3207,0,2020/04/03,湖北
1019,1014,4,0,2020/04/03,湖南
1516,1378,8,0,2020/04/03,广东
254,252,2,0,2020/04/03,广西
168,162,6,0,2020/04/03,海南
579,570,6,0,2020/04/03,重庆
557,538,3,0,2020/04/03,四川
147,144,2,0,2020/04/03,贵州
184,172,2,0,2020/04/03,云南
1,1,0,0,2020/04/03,西藏
256,245,3,0,2020/04/03,陕西
138,131,2,0,2020/04/03,甘肃
18,18,0,0,2020/04/03,青海
75,75,0,0,2020/04/03,宁夏
76,73,3,0,2020/04/03,新疆
348,50,5,0,2020/04/03,台湾
845,173,4,0,2020/04/03,香港
43,10,0,0,2020/04/03,澳门
586,441,8,0,2020/04/04,北京
180,144,3,0,2020/04/04,天津
327,310,6,0,2020/04/04,河北
138,133,0,0,2020/04/04,山西
117,74,1,0,2020/04/04,内蒙古
142,126,2,0,2020/04/04,辽宁
98,92,1,0,2020/04/04,吉林
504,469,13,0,2020/04/04,黑龙江
531,356,6,0,2020/04/04,上海
651,633,0,0,2020/04/04,江苏
1263,1230,1,0,2020/04/04,浙江
990,984,6,0,2020/04/04,安徽
350,303,1,0,2020/04/04,福建
937,935,1,0,2020/04/04,江西
779,755,7,0,2020/04/04,山东
1276,1251,22,0,2020/04/04,河南
67803,63945,3210,0,2020/04/04,湖北
1019,1014,4,0,2020/04/04,湖南
1524,1387,8,0,2020/04/04,广东
254,252,2,0,2020/04/04,广西
168,162,6,0,2020/04/04,海南
579,570,6,0,2020/04/04,重庆
558,539,3,0,2020/04/04,四川
147,144,2,0,2020/04/04,贵州
184,172,2,0,2020/04/04,云南
1,1,0,0,2020/04/04,西藏
256,245,3,0,2020/04/04,陕西
138,131,2,0,2020/04/04,甘肃
18,18,0,0,2020/04/04,青海
75,75,0,0,2020/04/04,宁夏
76,73,3,0,2020/04/04,新疆
355,50,5,0,2020/04/04,台湾
862,186,4,0,2020/04/04,香港
44,10,0,0,2020/04/04,澳门
587,443,8,0,2020/04/05,北京
180,144,3,0,2020/04/05,天津
327,310,6,0,2020/04/05,河北
138,133,0,0,2020/04/05,山西
118,74,1,0,2020/04/05,内蒙古
142,128,2,0,2020/04/05,辽宁
98,92,1,0,2020/04/05,吉林
524,469,13,0,2020/04/05,黑龙江
536,383,6,0,2020/04/05,上海
651,633,0,0,2020/04/05,江苏
1264,1230,1,0,2020/04/05,浙江
990,984,6,0,2020/04/05,安徽
350,305,1,0,2020/04/05,福建
937,935,1,0,2020/04/05,江西
780,755,7,0,2020/04/05,山东
1276,1252,22,0,2020/04/05,河南
67803,64014,3212,0,2020/04/05,湖北
1019,1014,4,0,2020/04/05,湖南
1532,1395,8,0,2020/04/05,广东
254,252,2,0,2020/04/05,广西
168,162,6,0,2020/04/05,海南
579,570,6,0,2020/04/05,重庆
559,540,3,0,2020/04/05,四川
147,144,2,0,2020/04/05,贵州
184,172,2,0,2020/04/05,云南
1,1,0,0,2020/04/05,西藏
256,246,3,0,2020/04/05,陕西
139,132,2,0,2020/04/05,甘肃
18,18,0,0,2020/04/05,青海
75,75,0,0,2020/04/05,宁夏
76,73,3,0,2020/04/05,新疆
363,54,5,0,2020/04/05,台湾
890,206,4,0,2020/04/05,香港
44,10,0,0,2020/04/05,澳门
587,448,8,0,2020/04/06,北京
180,151,3,0,2020/04/06,天津
327,312,6,0,2020/04/06,河北
138,133,0,0,2020/04/06,山西
121,74,1,0,2020/04/06,内蒙古
144,130,2,0,2020/04/06,辽宁
98,92,1,0,2020/04/06,吉林
544,469,13,0,2020/04/06,黑龙江
538,389,6,0,2020/04/06,上海
651,633,0,0,2020/04/06,江苏
1265,1230,1,0,2020/04/06,浙江
990,984,6,0,2020/04/06,安徽
351,305,1,0,2020/04/06,福建
937,935,1,0,2020/04/06,江西
781,755,7,0,2020/04/06,山东
1276,1252,22,0,2020/04/06,河南
67803,64073,3212,0,2020/04/06,湖北
1019,1014,4,0,2020/04/06,湖南
1533,1401,8,0,2020/04/06,广东
254,252,2,0,2020/04/06,广西
168,162,6,0,2020/04/06,海南
579,570,6,0,2020/04/06,重庆
560,541,3,0,2020/04/06,四川
147,144,2,0,2020/04/06,贵州
184,173,2,0,2020/04/06,云南
1,1,0,0,2020/04/06,西藏
256,246,3,0,2020/04/06,陕西
139,132,2,0,2020/04/06,甘肃
18,18,0,0,2020/04/06,青海
75,75,0,0,2020/04/06,宁夏
76,73,3,0,2020/04/06,新疆
373,57,5,0,2020/04/06,台湾
914,216,4,0,2020/04/06,香港
44,10,0,0,2020/04/06,澳门
588,455,8,0,2020/04/07,北京
180,152,3,0,2020/04/07,天津
327,312,6,0,2020/04/07,河北
163,134,0,0,2020/04/07,山西
124,74,1,0,2020/04/07,内蒙古
144,131,2,0,2020/04/07,辽宁
98,92,1,0,2020/04/07,吉林
569,470,13,0,2020/04/07,黑龙江
543,406,7,0,2020/04/07,上海
651,633,0,0,2020/04/07,江苏
1266,1232,1,0,2020/04/07,浙江
990,984,6,0,2020/04/07,安徽
351,307,1,0,2020/04/07,福建
937,935,1,0,2020/04/07,江西
783,755,7,0,2020/04/07,山东
1276,1252,22,0,2020/04/07,河南
67803,64142,3213,0,2020/04/07,湖北
1019,1014,4,0,2020/04/07,湖南
1536,1411,8,0,2020/04/07,广东
254,252,2,0,2020/04/07,广西
168,162,6,0,2020/04/07,海南
579,570,6,0,2020/04/07,重庆
560,541,3,0,2020/04/07,四川
147,144,2,0,2020/04/07,贵州
184,173,2,0,2020/04/07,云南
1,1,0,0,2020/04/07,西藏
256,246,3,0,2020/04/07,陕西
139,133,2,0,2020/04/07,甘肃
18,18,0,0,2020/04/07,青海
75,75,0,0,2020/04/07,宁夏
76,73,3,0,2020/04/07,新疆
376,61,5,0,2020/04/07,台湾
935,236,4,0,2020/04/07,香港
44,10,0,0,2020/04/07,澳门
588,464,8,0,2020/04/08,北京
181,152,3,0,2020/04/08,天津
327,313,6,0,2020/04/08,河北
166,134,0,0,2020/04/08,山西
126,79,1,0,2020/04/08,内蒙古
144,131,2,0,2020/04/08,辽宁
98,93,1,0,2020/04/08,吉林
609,470,13,0,2020/04/08,黑龙江
552,417,7,0,2020/04/08,上海
651,633,0,0,2020/04/08,江苏
1267,1235,1,0,2020/04/08,浙江
991,984,6,0,2020/04/08,安徽
351,308,1,0,2020/04/08,福建
937,935,1,0,2020/04/08,江西
783,756,7,0,2020/04/08,山东
1276,1252,22,0,2020/04/08,河南
67803,64187,3215,0,2020/04/08,湖北
1019,1014,4,0,2020/04/08,湖南
1539,1423,8,0,2020/04/08,广东
254,252,2,0,2020/04/08,广西
168,162,6,0,2020/04/08,海南
579,570,6,0,2020/04/08,重庆
560,541,3,0,2020/04/08,四川
147,144,2,0,2020/04/08,贵州
184,173,2,0,2020/04/08,云南
1,1,0,0,2020/04/08,西藏
256,246,3,0,2020/04/08,陕西
139,135,2,0,2020/04/08,甘肃
18,18,0,0,2020/04/08,青海
75,75,0,0,2020/04/08,宁夏
76,73,3,0,2020/04/08,新疆
379,67,5,0,2020/04/08,台湾
960,264,4,0,2020/04/08,香港
45,10,0,0,2020/04/08,澳门
588,469,8,0,2020/04/09,北京
182,154,3,0,2020/04/09,天津
327,313,6,0,2020/04/09,河北
168,134,0,0,2020/04/09,山西
128,79,1,0,2020/04/09,内蒙古
144,132,2,0,2020/04/09,辽宁
98,95,1,0,2020/04/09,吉林
638,470,13,0,2020/04/09,黑龙江
555,422,7,0,2020/04/09,上海
651,634,0,0,2020/04/09,江苏
1267,1235,1,0,2020/04/09,浙江
991,984,6,0,2020/04/09,安徽
351,311,1,0,2020/04/09,福建
937,936,1,0,2020/04/09,江西
783,756,7,0,2020/04/09,山东
1276,1252,22,0,2020/04/09,河南
67803,64236,3216,0,2020/04/09,湖北
1019,1014,4,0,2020/04/09,湖南
1544,1434,8,0,2020/04/09,广东
254,252,2,0,2020/04/09,广西
168,162,6,0,2020/04/09,海南
579,570,6,0,2020/04/09,重庆
560,546,3,0,2020/04/09,四川
147,144,2,0,2020/04/09,贵州
184,173,2,0,2020/04/09,云南
1,1,0,0,2020/04/09,西藏
256,246,3,0,2020/04/09,陕西
139,135,2,0,2020/04/09,甘肃
18,18,0,0,2020/04/09,青海
75,75,0,0,2020/04/09,宁夏
76,73,3,0,2020/04/09,新疆
380,80,5,0,2020/04/09,台湾
973,293,4,0,2020/04/09,香港
45,10,0,0,2020/04/09,澳门
589,474,8,0,2020/04/10,北京
183,158,3,0,2020/04/10,天津
327,313,6,0,2020/04/10,河北
172,135,0,0,2020/04/10,山西
155,79,1,0,2020/04/10,内蒙古
145,133,2,0,2020/04/10,辽宁
98,96,1,0,2020/04/10,吉林
661,470,13,0,2020/04/10,黑龙江
555,435,7,0,2020/04/10,上海
652,636,0,0,2020/04/10,江苏
1267,1236,1,0,2020/04/10,浙江
991,984,6,0,2020/04/10,安徽
351,317,1,0,2020/04/10,福建
937,936,1,0,2020/04/10,江西
784,757,7,0,2020/04/10,山东
1276,1252,22,0,2020/04/10,河南
67803,64264,3219,0,2020/04/10,湖北
1019,1014,4,0,2020/04/10,湖南
1548,1437,8,0,2020/04/10,广东
254,252,2,0,2020/04/10,广西
168,162,6,0,2020/04/10,海南
579,570,6,0,2020/04/10,重庆
560,547,3,0,2020/04/10,四川
147,144,2,0,2020/04/10,贵州
184,174,2,0,2020/04/10,云南
1,1,0,0,2020/04/10,西藏
256,248,3,0,2020/04/10,陕西
139,135,2,0,2020/04/10,甘肃
18,18,0,0,2020/04/10,青海
75,75,0,0,2020/04/10,宁夏
76,73,3,0,2020/04/10,新疆
382,91,6,0,2020/04/10,台湾
989,309,4,0,2020/04/10,香港
45,10,0,0,2020/04/10,澳门
589,479,8,0,2020/04/11,北京
183,161,3,0,2020/04/11,天津
327,313,6,0,2020/04/11,河北
172,135,0,0,2020/04/11,山西
155,83,1,0,2020/04/11,内蒙古
145,136,2,0,2020/04/11,辽宁
99,96,1,0,2020/04/11,吉林
684,470,13,0,2020/04/11,黑龙江
607,438,7,0,2020/04/11,上海
653,638,0,0,2020/04/11,江苏
1267,1238,1,0,2020/04/11,浙江
991,984,6,0,2020/04/11,安徽
352,321,1,0,2020/04/11,福建
937,936,1,0,2020/04/11,江西
784,757,7,0,2020/04/11,山东
1276,1253,22,0,2020/04/11,河南
67803,64281,3219,0,2020/04/11,湖北
1019,1014,4,0,2020/04/11,湖南
1552,1443,8,0,2020/04/11,广东
254,252,2,0,2020/04/11,广西
168,162,6,0,2020/04/11,海南
579,570,6,0,2020/04/11,重庆
560,547,3,0,2020/04/11,四川
147,144,2,0,2020/04/11,贵州
184,174,2,0,2020/04/11,云南
1,1,0,0,2020/04/11,西藏
256,248,3,0,2020/04/11,陕西
139,135,2,0,2020/04/11,甘肃
18,18,0,0,2020/04/11,青海
75,75,0,0,2020/04/11,宁夏
76,73,3,0,2020/04/11,新疆
385,99,6,0,2020/04/11,台湾
1000,336,4,0,2020/04/11,香港
45,10,0,0,2020/04/11,澳门
589,479,8,0,2020/04/12,北京
183,161,3,0,2020/04/12,天津
327,313,6,0,2020/04/12,河北
172,135,0,0,2020/04/12,山西
155,83,1,0,2020/04/12,内蒙古
145,136,2,0,2020/04/12,辽宁
99,96,1,0,2020/04/12,吉林
684,470,13,0,2020/04/12,黑龙江
607,446,7,0,2020/04/12,上海
653,638,0,0,2020/04/12,江苏
1267,1238,1,0,2020/04/12,浙江
991,984,6,0,2020/04/12,安徽
352,321,1,0,2020/04/12,福建
937,936,1,0,2020/04/12,江西
784,757,7,0,2020/04/12,山东
1276,1253,22,0,2020/04/12,河南
67803,64281,3219,0,2020/04/12,湖北
1019,1014,4,0,2020/04/12,湖南
1552,1443,8,0,2020/04/12,广东
254,252,2,0,2020/04/12,广西
168,162,6,0,2020/04/12,海南
579,570,6,0,2020/04/12,重庆
560,547,3,0,2020/04/12,四川
147,144,2,0,2020/04/12,贵州
184,174,2,0,2020/04/12,云南
1,1,0,0,2020/04/12,西藏
256,248,3,0,2020/04/12,陕西
139,135,2,0,2020/04/12,甘肃
18,18,0,0,2020/04/12,青海
75,75,0,0,2020/04/12,宁夏
76,73,3,0,2020/04/12,新疆
385,99,6,0,2020/04/12,台湾
1000,336,4,0,2020/04/12,香港
45,10,0,0,2020/04/12,澳门
