累计确诊,累计治愈,累计死亡,疑似,时间,地点
1105,198,7,0,2020/02/10,河南
31728,2222,974,0,2020/02/10,湖北
912,213,1,0,2020/02/10,湖南
1177,181,1,0,2020/02/10,广东
215,30,1,0,2020/02/10,广西
142,19,3,0,2020/02/10,海南
486,66,2,0,2020/02/10,重庆
417,82,1,0,2020/02/10,四川
118,10,1,0,2020/02/10,贵州
149,19,0,0,2020/02/10,云南
1,0,0,0,2020/02/10,西藏
213,26,0,0,2020/02/10,陕西
86,21,2,0,2020/02/10,甘肃
18,3,0,0,2020/02/10,青海
53,14,0,0,2020/02/10,宁夏
55,0,0,0,2020/02/10,新疆
18,1,0,0,2020/02/10,台湾
42,0,1,0,2020/02/10,香港
10,1,0,0,2020/02/10,澳门
352,56,3,0,2020/02/11,北京
106,10,2,0,2020/02/11,天津
251,48,2,0,2020/02/11,河北
124,30,0,0,2020/02/11,山西
60,5,0,0,2020/02/11,内蒙古
116,19,0,0,2020/02/11,辽宁
83,18,1,0,2020/02/11,吉林
378,28,8,0,2020/02/11,黑龙江
306,53,1,0,2020/02/11,上海
543,94,0,0,2020/02/11,江苏
1131,279,0,0,2020/02/11,浙江
888,108,4,0,2020/02/11,安徽
272,46,0,0,2020/02/11,福建
844,152,1,0,2020/02/11,江西
497,80,1,0,2020/02/11,山东
1135,231,8,0,2020/02/11,河南
33366,2639,1068,0,2020/02/11,湖北
946,263,2,0,2020/02/11,湖南
1219,241,1,0,2020/02/11,广东
222,31,1,0,2020/02/11,广西
145,20,3,0,2020/02/11,海南
505,79,3,0,2020/02/11,重庆
436,85,1,0,2020/02/11,四川
131,17,1,0,2020/02/11,贵州
154,20,0,0,2020/02/11,云南
1,0,0,0,2020/02/11,西藏
219,31,0,0,2020/02/11,陕西
86,24,2,0,2020/02/11,甘肃
18,5,0,0,2020/02/11,青海
58,22,0,0,2020/02/11,宁夏
59,3,0,0,2020/02/11,新疆
18,1,0,0,2020/02/11,台湾
49,0,1,0,2020/02/11,香港
10,1,0,0,2020/02/11,澳门
366,68,3,0,2020/02/12,北京
112,11,2,0,2020/02/12,天津
265,54,3,0,2020/02/12,河北
126,33,0,0,2020/02/12,山西
61,6,0,0,2020/02/12,内蒙古
116,22,0,0,2020/02/12,辽宁
84,22,1,0,2020/02/12,吉林
395,31,9,0,2020/02/12,黑龙江
313,57,1,0,2020/02/12,上海
570,131,0,0,2020/02/12,江苏
1145,327,0,0,2020/02/12,浙江
910,128,5,0,2020/02/12,安徽
279,54,0,0,2020/02/12,福建
872,170,1,0,2020/02/12,江西
506,98,2,0,2020/02/12,山东
1169,258,10,0,2020/02/12,河南
47163,3172,1202,0,2020/02/12,湖北
968,312,2,0,2020/02/12,湖南
1241,284,2,0,2020/02/12,广东
222,33,2,0,2020/02/12,广西
157,27,4,0,2020/02/12,海南
518,102,3,0,2020/02/12,重庆
451,93,1,0,2020/02/12,四川
135,20,1,0,2020/02/12,贵州
155,23,0,0,2020/02/12,云南
1,1,0,0,2020/02/12,西藏
225,36,0,0,2020/02/12,陕西
87,31,2,0,2020/02/12,甘肃
18,9,0,0,2020/02/12,青海
64,24,0,0,2020/02/12,宁夏
63,3,1,0,2020/02/12,新疆
18,1,0,0,2020/02/12,台湾
50,1,1,0,2020/02/12,香港
10,2,0,0,2020/02/12,澳门
372,79,3,0,2020/02/13,北京
119,21,3,0,2020/02/13,天津
283,69,3,0,2020/02/13,河北
126,36,0,0,2020/02/13,山西
65,6,0,0,2020/02/13,内蒙古
116,22,1,0,2020/02/13,辽宁
86,25,1,0,2020/02/13,吉林
418,37,11,0,2020/02/13,黑龙江
318,62,1,0,2020/02/13,上海
593,137,0,0,2020/02/13,江苏
1155,367,0,0,2020/02/13,浙江
934,166,6,0,2020/02/13,安徽
281,59,0,0,2020/02/13,福建
900,187,1,0,2020/02/13,江西
519,111,2,0,2020/02/13,山东
1184,313,11,0,2020/02/13,河南
51986,3862,1318,0,2020/02/13,湖北
988,352,2,0,2020/02/13,湖南
1261,332,2,0,2020/02/13,广东
226,35,2,0,2020/02/13,广西
157,30,4,0,2020/02/13,海南
529,128,4,0,2020/02/13,重庆
463,105,1,0,2020/02/13,四川
140,28,1,0,2020/02/13,贵州
162,27,0,0,2020/02/13,云南
1,1,0,0,2020/02/13,西藏
229,44,0,0,2020/02/13,陕西
90,39,2,0,2020/02/13,甘肃
18,11,0,0,2020/02/13,青海
67,24,0,0,2020/02/13,宁夏
65,6,1,0,2020/02/13,新疆
18,1,0,0,2020/02/13,台湾
53,1,1,0,2020/02/13,香港
10,3,0,0,2020/02/13,澳门
375,97,4,0,2020/02/14,北京
120,32,3,0,2020/02/14,天津
291,86,3,0,2020/02/14,河北
127,38,0,0,2020/02/14,山西
68,6,0,0,2020/02/14,内蒙古
119,29,1,0,2020/02/14,辽宁
88,25,1,0,2020/02/14,吉林
425,48,11,0,2020/02/14,黑龙江
326,90,1,0,2020/02/14,上海
604,160,0,0,2020/02/14,江苏
1162,409,0,0,2020/02/14,浙江
950,198,6,0,2020/02/14,安徽
285,66,0,0,2020/02/14,福建
913,210,1,0,2020/02/14,江西
530,139,2,0,2020/02/14,山东
1212,356,13,0,2020/02/14,河南
54406,4774,1457,0,2020/02/14,湖北
1001,389,2,0,2020/02/14,湖南
1294,386,2,0,2020/02/14,广东
235,40,2,0,2020/02/14,广西
162,38,4,0,2020/02/14,海南
537,152,5,0,2020/02/14,重庆
470,115,1,0,2020/02/14,四川
143,33,1,0,2020/02/14,贵州
168,35,0,0,2020/02/14,云南
1,1,0,0,2020/02/14,西藏
230,49,0,0,2020/02/14,陕西
90,44,2,0,2020/02/14,甘肃
18,11,0,0,2020/02/14,青海
70,27,0,0,2020/02/14,宁夏
70,6,1,0,2020/02/14,新疆
18,1,0,0,2020/02/14,台湾
56,1,1,0,2020/02/14,香港
10,3,0,0,2020/02/14,澳门
380,105,4,0,2020/02/15,北京
122,37,3,0,2020/02/15,天津
300,100,3,0,2020/02/15,河北
128,46,0,0,2020/02/15,山西
70,7,0,0,2020/02/15,内蒙古
120,32,1,0,2020/02/15,辽宁
89,28,1,0,2020/02/15,吉林
445,70,11,0,2020/02/15,黑龙江
328,124,1,0,2020/02/15,上海
617,190,0,0,2020/02/15,江苏
1167,437,0,0,2020/02/15,浙江
962,232,6,0,2020/02/15,安徽
287,77,0,0,2020/02/15,福建
925,239,1,0,2020/02/15,江西
537,164,2,0,2020/02/15,山东
1231,397,13,0,2020/02/15,河南
56249,5623,1596,0,2020/02/15,湖北
1004,430,3,0,2020/02/15,湖南
1316,436,2,0,2020/02/15,广东
237,46,2,0,2020/02/15,广西
162,39,4,0,2020/02/15,海南
544,184,5,0,2020/02/15,重庆
481,127,3,0,2020/02/15,四川
144,37,1,0,2020/02/15,贵州
169,42,0,0,2020/02/15,云南
1,1,0,0,2020/02/15,西藏
232,53,0,0,2020/02/15,陕西
90,49,2,0,2020/02/15,甘肃
18,13,0,0,2020/02/15,青海
70,33,0,0,2020/02/15,宁夏
71,11,1,0,2020/02/15,新疆
18,2,0,0,2020/02/15,台湾
56,1,1,0,2020/02/15,香港
10,3,0,0,2020/02/15,澳门
381,114,4,0,2020/02/16,北京
124,45,3,0,2020/02/16,天津
301,109,3,0,2020/02/16,河北
129,50,0,0,2020/02/16,山西
72,8,0,0,2020/02/16,内蒙古
121,41,1,0,2020/02/16,辽宁
89,30,1,0,2020/02/16,吉林
457,80,11,0,2020/02/16,黑龙江
331,140,1,0,2020/02/16,上海
626,226,0,0,2020/02/16,江苏
1171,470,0,0,2020/02/16,浙江
973,266,6,0,2020/02/16,安徽
290,84,0,0,2020/02/16,福建
930,275,1,0,2020/02/16,江西
541,175,2,0,2020/02/16,山东
1246,438,16,0,2020/02/16,河南
58182,6639,1696,0,2020/02/16,湖北
1006,467,3,0,2020/02/16,湖南
1322,473,4,0,2020/02/16,广东
238,51,2,0,2020/02/16,广西
162,52,4,0,2020/02/16,海南
551,207,5,0,2020/02/16,重庆
495,136,3,0,2020/02/16,四川
146,47,1,0,2020/02/16,贵州
171,42,0,0,2020/02/16,云南
1,1,0,0,2020/02/16,西藏
236,64,0,0,2020/02/16,陕西
90,54,2,0,2020/02/16,甘肃
18,13,0,0,2020/02/16,青海
70,33,0,0,2020/02/16,宁夏
75,12,1,0,2020/02/16,新疆
20,2,1,0,2020/02/16,台湾
57,2,1,0,2020/02/16,香港
10,5,0,0,2020/02/16,澳门
387,122,4,0,2020/02/17,北京
125,46,3,0,2020/02/17,天津
302,123,4,0,2020/02/17,河北
130,53,0,0,2020/02/17,山西
73,8,0,0,2020/02/17,内蒙古
121,43,1,0,2020/02/17,辽宁
89,34,1,0,2020/02/17,吉林
464,85,11,0,2020/02/17,黑龙江
333,161,1,0,2020/02/17,上海
629,263,0,0,2020/02/17,江苏
1172,514,0,0,2020/02/17,浙江
982,293,6,0,2020/02/17,安徽
292,91,0,0,2020/02/17,福建
933,310,1,0,2020/02/17,江西
543,193,2,0,2020/02/17,山东
1257,505,19,0,2020/02/17,河南
59989,7862,1789,0,2020/02/17,湖北
1007,501,4,0,2020/02/17,湖南
1328,530,4,0,2020/02/17,广东
242,58,2,0,2020/02/17,广西
163,59,4,0,2020/02/17,海南
553,225,5,0,2020/02/17,重庆
508,163,3,0,2020/02/17,四川
146,66,1,0,2020/02/17,贵州
172,47,0,0,2020/02/17,云南
1,1,0,0,2020/02/17,西藏
240,79,0,0,2020/02/17,陕西
91,58,2,0,2020/02/17,甘肃
18,13,0,0,2020/02/17,青海
70,35,0,0,2020/02/17,宁夏
76,12,1,0,2020/02/17,新疆
22,2,1,0,2020/02/17,台湾
60,2,1,0,2020/02/17,香港
10,5,0,0,2020/02/17,澳门
393,145,4,0,2020/02/18,北京
128,48,3,0,2020/02/18,天津
306,136,4,0,2020/02/18,河北
131,61,0,0,2020/02/18,山西
75,9,0,0,2020/02/18,内蒙古
121,55,1,0,2020/02/18,辽宁
90,36,1,0,2020/02/18,吉林
470,108,12,0,2020/02/18,黑龙江
333,177,1,0,2020/02/18,上海
631,296,0,0,2020/02/18,江苏
1173,544,0,0,2020/02/18,浙江
986,361,6,0,2020/02/18,安徽
293,96,0,0,2020/02/18,福建
933,362,1,0,2020/02/18,江西
544,215,3,0,2020/02/18,山东
1261,552,19,0,2020/02/18,河南
61682,9128,1921,0,2020/02/18,湖北
1008,542,4,0,2020/02/18,湖南
1331,571,5,0,2020/02/18,广东
244,76,2,0,2020/02/18,广西
163,79,4,0,2020/02/18,海南
555,254,5,0,2020/02/18,重庆
514,177,3,0,2020/02/18,四川
146,69,2,0,2020/02/18,贵州
172,57,0,0,2020/02/18,云南
1,1,0,0,2020/02/18,西藏
240,89,0,0,2020/02/18,陕西
91,62,2,0,2020/02/18,甘肃
18,15,0,0,2020/02/18,青海
71,42,0,0,2020/02/18,宁夏
76,14,1,0,2020/02/18,新疆
22,2,1,0,2020/02/18,台湾
62,4,1,0,2020/02/18,香港
10,5,0,0,2020/02/18,澳门
395,153,4,0,2020/02/19,北京
130,54,3,0,2020/02/19,天津
307,152,5,0,2020/02/19,河北
131,68,0,0,2020/02/19,山西
75,11,0,0,2020/02/19,内蒙古
121,58,1,0,2020/02/19,辽宁
91,40,1,0,2020/02/19,吉林
476,123,12,0,2020/02/19,黑龙江
333,186,2,0,2020/02/19,上海
631,325,0,0,2020/02/19,江苏
1175,609,0,0,2020/02/19,浙江
987,424,6,0,2020/02/19,安徽
293,112,1,0,2020/02/19,福建
934,432,1,0,2020/02/19,江西
546,238,4,0,2020/02/19,山东
1265,614,19,0,2020/02/19,河南
62457,10337,2029,0,2020/02/19,湖北
1010,578,4,0,2020/02/19,湖南
1332,619,5,0,2020/02/19,广东
245,87,2,0,2020/02/19,广西
168,84,4,0,2020/02/19,海南
560,274,5,0,2020/02/19,重庆
520,198,3,0,2020/02/19,四川
146,71,2,0,2020/02/19,贵州
172,60,1,0,2020/02/19,云南
1,1,0,0,2020/02/19,西藏
242,89,0,0,2020/02/19,陕西
91,65,2,0,2020/02/19,甘肃
18,16,0,0,2020/02/19,青海
71,42,0,0,2020/02/19,宁夏
76,20,1,0,2020/02/19,新疆
24,2,1,0,2020/02/19,台湾
65,5,2,0,2020/02/19,香港
10,6,0,0,2020/02/19,澳门
396,169,4,0,2020/02/20,北京
131,59,3,0,2020/02/20,天津
308,170,5,0,2020/02/20,河北
132,76,0,0,2020/02/20,山西
75,16,0,0,2020/02/20,内蒙古
121,61,1,0,2020/02/20,辽宁
91,44,1,0,2020/02/20,吉林
479,141,12,0,2020/02/20,黑龙江
334,199,2,0,2020/02/20,上海
631,352,0,0,2020/02/20,江苏
1215,647,1,0,2020/02/20,浙江
988,500,6,0,2020/02/20,安徽
293,134,1,0,2020/02/20,福建
934,489,1,0,2020/02/20,江西
748,270,4,0,2020/02/20,山东
1267,717,19,0,2020/02/20,河南
63088,11788,2144,0,2020/02/20,湖北
1011,638,4,0,2020/02/20,湖南
1333,664,5,0,2020/02/20,广东
246,95,2,0,2020/02/20,广西
168,89,4,0,2020/02/20,海南
567,299,6,0,2020/02/20,重庆
525,222,3,0,2020/02/20,四川
146,76,2,0,2020/02/20,贵州
174,79,2,0,2020/02/20,云南
1,1,0,0,2020/02/20,西藏
245,110,1,0,2020/02/20,陕西
91,71,2,0,2020/02/20,甘肃
18,16,0,0,2020/02/20,青海
71,44,0,0,2020/02/20,宁夏
76,22,1,0,2020/02/20,新疆
24,2,1,0,2020/02/20,台湾
68,5,2,0,2020/02/20,香港
10,6,0,0,2020/02/20,澳门
399,178,4,0,2020/02/21,北京
133,62,3,0,2020/02/21,天津
309,184,6,0,2020/02/21,河北
132,78,0,0,2020/02/21,山西
75,22,0,0,2020/02/21,内蒙古
121,66,1,0,2020/02/21,辽宁
91,46,1,0,2020/02/21,吉林
479,183,12,0,2020/02/21,黑龙江
334,211,3,0,2020/02/21,上海
631,387,0,0,2020/02/21,江苏
1217,694,1,0,2020/02/21,浙江
989,566,6,0,2020/02/21,安徽
293,150,1,0,2020/02/21,福建
934,544,1,0,2020/02/21,江西
750,293,4,0,2020/02/21,山东
1270,802,19,0,2020/02/21,河南
63454,13557,2250,0,2020/02/21,湖北
1013,670,4,0,2020/02/21,湖南
1339,720,5,0,2020/02/21,广东
249,99,2,0,2020/02/21,广西
168,96,4,0,2020/02/21,海南
572,316,6,0,2020/02/21,重庆
526,242,3,0,2020/02/21,四川
146,90,2,0,2020/02/21,贵州
174,96,2,0,2020/02/21,云南
1,1,0,0,2020/02/21,西藏
245,117,1,0,2020/02/21,陕西
91,76,2,0,2020/02/21,甘肃
18,18,0,0,2020/02/21,青海
71,48,0,0,2020/02/21,宁夏
76,24,2,0,2020/02/21,新疆
26,2,1,0,2020/02/21,台湾
68,6,2,0,2020/02/21,香港
10,6,0,0,2020/02/21,澳门
399,189,4,0,2020/02/22,北京
135,65,3,0,2020/02/22,天津
311,204,6,0,2020/02/22,河北
132,81,0,0,2020/02/22,山西
75,26,0,0,2020/02/22,内蒙古
121,68,1,0,2020/02/22,辽宁
91,52,1,0,2020/02/22,吉林
480,215,12,0,2020/02/22,黑龙江
335,227,3,0,2020/02/22,上海
631,411,0,0,2020/02/22,江苏
1217,729,1,0,2020/02/22,浙江
989,620,6,0,2020/02/22,安徽
293,165,1,0,2020/02/22,福建
934,611,1,0,2020/02/22,江西
754,311,4,0,2020/02/22,山东
1271,861,19,0,2020/02/22,河南
63889,15299,2346,0,2020/02/22,湖北
1016,704,4,0,2020/02/22,湖南
1342,740,6,0,2020/02/22,广东
249,104,2,0,2020/02/22,广西
168,104,4,0,2020/02/22,海南
573,328,6,0,2020/02/22,重庆
526,256,3,0,2020/02/22,四川
146,91,2,0,2020/02/22,贵州
174,107,2,0,2020/02/22,云南
1,1,0,0,2020/02/22,西藏
245,140,1,0,2020/02/22,陕西
91,76,2,0,2020/02/22,甘肃
18,18,0,0,2020/02/22,青海
71,48,0,0,2020/02/22,宁夏
76,25,2,0,2020/02/22,新疆
26,2,1,0,2020/02/22,台湾
69,11,2,0,2020/02/22,香港
10,6,0,0,2020/02/22,澳门
399,198,4,0,2020/02/23,北京
135,81,3,0,2020/02/23,天津
311,221,6,0,2020/02/23,河北
132,88,0,0,2020/02/23,山西
75,30,0,0,2020/02/23,内蒙古
121,73,1,0,2020/02/23,辽宁
93,54,1,0,2020/02/23,吉林
480,224,12,0,2020/02/23,黑龙江
335,249,3,0,2020/02/23,上海
631,427,0,0,2020/02/23,江苏
1217,765,1,0,2020/02/23,浙江
989,648,6,0,2020/02/23,安徽
293,174,1,0,2020/02/23,福建
934,645,1,0,2020/02/23,江西
755,325,4,0,2020/02/23,山东
1271,930,19,0,2020/02/23,河南
64287,16738,2495,0,2020/02/23,湖北
1016,721,4,0,2020/02/23,湖南
1345,772,6,0,2020/02/23,广东
251,107,2,0,2020/02/23,广西
168,106,5,0,2020/02/23,海南
575,335,6,0,2020/02/23,重庆
527,263,3,0,2020/02/23,四川
146,102,2,0,2020/02/23,贵州
174,115,2,0,2020/02/23,云南
1,1,0,0,2020/02/23,西藏
245,153,1,0,2020/02/23,陕西
91,78,2,0,2020/02/23,甘肃
18,18,0,0,2020/02/23,青海
71,57,0,0,2020/02/23,宁夏
76,28,2,0,2020/02/23,新疆
28,5,1,0,2020/02/23,台湾
74,12,2,0,2020/02/23,香港
10,6,0,0,2020/02/23,澳门
400,215,4,0,2020/02/24,北京
135,87,3,0,2020/02/24,天津
311,241,6,0,2020/02/24,河北
133,94,0,0,2020/02/24,山西
75,34,0,0,2020/02/24,内蒙古
121,83,1,0,2020/02/24,辽宁
93,60,1,0,2020/02/24,吉林
480,232,12,0,2020/02/24,黑龙江
335,261,3,0,2020/02/24,上海
631,458,0,0,2020/02/24,江苏
1217,794,1,0,2020/02/24,浙江
989,692,6,0,2020/02/24,安徽
294,188,1,0,2020/02/24,福建
934,682,1,0,2020/02/24,江西
755,343,6,0,2020/02/24,山东
1271,989,19,0,2020/02/24,河南
64786,18854,2563,0,2020/02/24,湖北
1016,751,4,0,2020/02/24,湖南
1347,805,7,0,2020/02/24,广东
252,129,2,0,2020/02/24,广西
168,116,5,0,2020/02/24,海南
576,349,6,0,2020/02/24,重庆
529,278,3,0,2020/02/24,四川
146,103,2,0,2020/02/24,贵州
174,124,2,0,2020/02/24,云南
1,1,0,0,2020/02/24,西藏
245,175,1,0,2020/02/24,陕西
91,80,2,0,2020/02/24,甘肃
18,18,0,0,2020/02/24,青海
71,58,0,0,2020/02/24,宁夏
76,30,2,0,2020/02/24,新疆
30,5,1,0,2020/02/24,台湾
81,18,2,0,2020/02/24,香港
10,6,0,0,2020/02/24,澳门
400,235,4,0,2020/02/25,北京
135,91,3,0,2020/02/25,天津
312,248,6,0,2020/02/25,河北
133,98,0,0,2020/02/25,山西
75,35,0,0,2020/02/25,内蒙古
121,88,1,0,2020/02/25,辽宁
93,63,1,0,2020/02/25,吉林
480,245,12,0,2020/02/25,黑龙江
336,268,3,0,2020/02/25,上海
631,463,0,0,2020/02/25,江苏
1217,814,1,0,2020/02/25,浙江
989,727,6,0,2020/02/25,安徽
294,205,1,0,2020/02/25,福建
934,719,1,0,2020/02/25,江西
756,357,6,0,2020/02/25,山东
1271,1023,19,0,2020/02/25,河南
65187,20912,2615,0,2020/02/25,湖北
1016,779,4,0,2020/02/25,湖南
1347,841,7,0,2020/02/25,广东
252,138,2,0,2020/02/25,广西
168,124,5,0,2020/02/25,海南
576,372,6,0,2020/02/25,重庆
531,292,3,0,2020/02/25,四川
146,104,2,0,2020/02/25,贵州
174,129,2,0,2020/02/25,云南
1,1,0,0,2020/02/25,西藏
245,186,1,0,2020/02/25,陕西
91,80,2,0,2020/02/25,甘肃
18,18,0,0,2020/02/25,青海
71,61,0,0,2020/02/25,宁夏
76,30,2,0,2020/02/25,新疆
31,5,1,0,2020/02/25,台湾
85,18,2,0,2020/02/25,香港
10,7,0,0,2020/02/25,澳门
410,248,5,0,2020/02/26,北京
135,96,3,0,2020/02/26,天津
317,261,6,0,2020/02/26,河北
133,104,0,0,2020/02/26,山西
75,38,0,0,2020/02/26,内蒙古
121,92,1,0,2020/02/26,辽宁
93,65,1,0,2020/02/26,吉林
480,262,13,0,2020/02/26,黑龙江
337,272,3,0,2020/02/26,上海
631,494,0,0,2020/02/26,江苏
1217,881,1,0,2020/02/26,浙江
989,764,6,0,2020/02/26,安徽
296,225,1,0,2020/02/26,福建
934,754,1,0,2020/02/26,江西
756,381,6,0,2020/02/26,山东
1272,1062,20,0,2020/02/26,河南
65596,23200,2641,0,2020/02/26,湖北
1017,793,4,0,2020/02/26,湖南
1347,873,7,0,2020/02/26,广东
252,159,2,0,2020/02/26,广西
168,129,5,0,2020/02/26,海南
576,384,6,0,2020/02/26,重庆
534,310,3,0,2020/02/26,四川
146,112,2,0,2020/02/26,贵州
174,144,2,0,2020/02/26,云南
1,1,0,0,2020/02/26,西藏
245,194,1,0,2020/02/26,陕西
91,81,2,0,2020/02/26,甘肃
18,18,0,0,2020/02/26,青海
72,65,0,0,2020/02/26,宁夏
76,34,2,0,2020/02/26,新疆
32,5,1,0,2020/02/26,台湾
91,24,2,0,2020/02/26,香港
10,7,0,0,2020/02/26,澳门
410,257,7,0,2020/02/27,北京
136,102,3,0,2020/02/27,天津
318,274,6,0,2020/02/27,河北
133,107,0,0,2020/02/27,山西
75,43,0,0,2020/02/27,内蒙古
121,93,1,0,2020/02/27,辽宁
93,68,1,0,2020/02/27,吉林
480,280,13,0,2020/02/27,黑龙江
337,276,3,0,2020/02/27,上海
631,506,0,0,2020/02/27,江苏
1217,943,1,0,2020/02/27,浙江
990,814,6,0,2020/02/27,安徽
296,232,1,0,2020/02/27,福建
935,790,1,0,2020/02/27,江西
756,390,6,0,2020/02/27,山东
1272,1103,20,0,2020/02/27,河南
65914,26403,2682,0,2020/02/27,湖北
1017,820,4,0,2020/02/27,湖南
1348,919,7,0,2020/02/27,广东
252,166,2,0,2020/02/27,广西
168,132,5,0,2020/02/27,海南
576,401,6,0,2020/02/27,重庆
538,326,3,0,2020/02/27,四川
146,112,2,0,2020/02/27,贵州
174,150,2,0,2020/02/27,云南
1,1,0,0,2020/02/27,西藏
245,197,1,0,2020/02/27,陕西
91,82,2,0,2020/02/27,甘肃
18,18,0,0,2020/02/27,青海
72,68,0,0,2020/02/27,宁夏
76,43,3,0,2020/02/27,新疆
32,6,1,0,2020/02/27,台湾
93,26,2,0,2020/02/27,香港
10,8,0,0,2020/02/27,澳门
411,271,8,0,2020/02/28,北京
136,105,3,0,2020/02/28,天津
318,277,6,0,2020/02/28,河北
133,112,0,0,2020/02/28,山西
75,46,0,0,2020/02/28,内蒙古
121,95,1,0,2020/02/28,辽宁
93,73,1,0,2020/02/28,吉林
480,295,13,0,2020/02/28,黑龙江
337,279,3,0,2020/02/28,上海
631,519,0,0,2020/02/28,江苏
1217,987,1,0,2020/02/28,浙江
990,842,6,0,2020/02/28,安徽
296,241,1,0,2020/02/28,福建
935,811,1,0,2020/02/28,江西
756,411,6,0,2020/02/28,山东
1272,1161,21,0,2020/02/28,河南
66337,28895,2727,0,2020/02/28,湖北
1018,841,4,0,2020/02/28,湖南
1349,972,7,0,2020/02/28,广东
252,172,2,0,2020/02/28,广西
168,136,5,0,2020/02/28,海南
576,422,6,0,2020/02/28,重庆
538,350,3,0,2020/02/28,四川
146,112,2,0,2020/02/28,贵州
174,156,2,0,2020/02/28,云南
1,1,0,0,2020/02/28,西藏
245,200,1,0,2020/02/28,陕西
91,82,2,0,2020/02/28,甘肃
18,18,0,0,2020/02/28,青海
73,68,0,0,2020/02/28,宁夏
76,52,3,0,2020/02/28,新疆
34,9,1,0,2020/02/28,台湾
94,30,2,0,2020/02/28,香港
10,8,0,0,2020/02/28,澳门
413,276,8,0,2020/02/29,北京
136,109,3,0,2020/02/29,天津
318,283,6,0,2020/02/29,河北
133,114,0,0,2020/02/29,山西
75,51,0,0,2020/02/29,内蒙古
122,101,1,0,2020/02/29,辽宁
93,75,1,0,2020/02/29,吉林
480,330,13,0,2020/02/29,黑龙江
337,287,3,0,2020/02/29,上海
631,529,0,0,2020/02/29,江苏
1217,1027,1,0,2020/02/29,浙江
990,868,6,0,2020/02/29,安徽
296,243,1,0,2020/02/29,福建
935,831,1,0,2020/02/29,江西
756,431,6,0,2020/02/29,山东
1272,1185,22,0,2020/02/29,河南
66907,31187,2761,0,2020/02/29,湖北
1018,853,4,0,2020/02/29,湖南
1349,1009,7,0,2020/02/29,广东
252,179,2,0,2020/02/29,广西
168,148,5,0,2020/02/29,海南
576,438,6,0,2020/02/29,重庆
538,363,3,0,2020/02/29,四川
146,112,2,0,2020/02/29,贵州
174,157,2,0,2020/02/29,云南
1,1,0,0,2020/02/29,西藏
245,207,1,0,2020/02/29,陕西
91,82,2,0,2020/02/29,甘肃
18,18,0,0,2020/02/29,青海
73,69,0,0,2020/02/29,宁夏
76,62,3,0,2020/02/29,新疆
39,9,1,0,2020/02/29,台湾
95,33,2,0,2020/02/29,香港
10,8,0,0,2020/02/29,澳门
414,282,8,0,2020/03/01,北京
136,111,3,0,2020/03/01,天津
318,294,6,0,2020/03/01,河北
133,116,0,0,2020/03/01,山西
75,51,0,0,2020/03/01,内蒙古
122,103,1,0,2020/03/01,辽宁
93,78,1,0,2020/03/01,吉林
480,350,13,0,2020/03/01,黑龙江
337,290,3,0,2020/03/01,上海
631,536,0,0,2020/03/01,江苏
1218,1050,1,0,2020/03/01,浙江
990,888,6,0,2020/03/01,安徽
296,247,1,0,2020/03/01,福建
935,850,1,0,2020/03/01,江西
758,455,6,0,2020/03/01,山东
1272,1205,22,0,2020/03/01,河南
67103,33757,2803,0,2020/03/01,湖北
1018,876,4,0,2020/03/01,湖南
1350,1034,7,0,2020/03/01,广东
252,188,2,0,2020/03/01,广西
168,151,5,0,2020/03/01,海南
576,450,6,0,2020/03/01,重庆
538,378,3,0,2020/03/01,四川
146,114,2,0,2020/03/01,贵州
174,163,2,0,2020/03/01,云南
1,1,0,0,2020/03/01,西藏
245,209,1,0,2020/03/01,陕西
91,84,2,0,2020/03/01,甘肃
18,18,0,0,2020/03/01,青海
74,69,0,0,2020/03/01,宁夏
76,64,3,0,2020/03/01,新疆
40,12,1,0,2020/03/01,台湾
98,36,2,0,2020/03/01,香港
10,8,0,0,2020/03/01,澳门
414,288,8,0,2020/03/02,北京
136,118,3,0,2020/03/02,天津
318,297,6,0,2020/03/02,河北
133,119,0,0,2020/03/02,山西
75,54,0,0,2020/03/02,内蒙古
125,103,1,0,2020/03/02,辽宁
93,83,1,0,2020/03/02,吉林
480,358,13,0,2020/03/02,黑龙江
338,292,3,0,2020/03/02,上海
631,555,0,0,2020/03/02,江苏
1225,1086,1,0,2020/03/02,浙江
990,917,6,0,2020/03/02,安徽
296,255,1,0,2020/03/02,福建
935,870,1,0,2020/03/02,江西
758,497,6,0,2020/03/02,山东
1272,1223,22,0,2020/03/02,河南
67217,36167,2834,0,2020/03/02,湖北
1018,892,4,0,2020/03/02,湖南
1350,1081,7,0,2020/03/02,广东
252,202,2,0,2020/03/02,广西
168,151,5,0,2020/03/02,海南
576,469,6,0,2020/03/02,重庆
538,389,3,0,2020/03/02,四川
146,114,2,0,2020/03/02,贵州
174,168,2,0,2020/03/02,云南
1,1,0,0,2020/03/02,西藏
245,216,1,0,2020/03/02,陕西
91,85,2,0,2020/03/02,甘肃
18,18,0,0,2020/03/02,青海
74,69,0,0,2020/03/02,宁夏
76,67,3,0,2020/03/02,新疆
41,12,1,0,2020/03/02,台湾
100,36,2,0,2020/03/02,香港
10,8,0,0,2020/03/02,澳门
417,294,8,0,2020/03/03,北京
136,124,3,0,2020/03/03,天津
318,300,6,0,2020/03/03,河北
133,124,0,0,2020/03/03,山西
